BOOK_ID,IMAGE_ID,BOOK_PATH
BK057,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_10-390x510.jpg
BK057,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_11-390x510.jpg
BK057,13,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/the_absolutely_true_diary_of_a_part_time_indian/2022_10_17_09_03_48_12-390x510.jpg
BK058,1,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141340821_3.jpg
BK058,2,https://cdn0.fahasa.com/media/catalog/product/9/7/9780141340821_3.jpg
BK058,3,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-white.png
BK058,4,https://cdn0.fahasa.com/skin/frontend/ma_vanese/fahasa/images/play-orange.png
BK058,5,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_1-390x510.jpg
BK058,6,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_2-390x510.png
BK058,7,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_3-390x510.png
BK058,8,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_4-390x510.png
BK058,9,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_5-390x510.png
BK058,10,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_6-390x510.png
BK058,11,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_7-390x510.png
BK058,12,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_8-390x510.png
BK058,13,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_9-390x510.png
BK058,14,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_10-390x510.png
BK058,15,https://cdn0.fahasa.com/media/flashmagazine/images/page_images/diary_of_a_wimpy_kid_book_5_the_ugly_truth/2022_11_09_14_13_54_11-390x510.png
